order_id,customer_id,customer_name,customer_email,phone_number,shipping_address,city,state,pincode,order_date,category,product_name,quantity,price_per_unit,total_amount,payment_method,order_status
OD887900729722,CUST633451,Arjun Nair,arjun.nair244@example.com,9114459477,"Flat 196, Society D, Bengaluru",Bengaluru,Karnataka,190239,2024-03-29 11:52:33,Fashion,T-Shirt,2,499,998,UPI,Delivered
OD591206478622,CUST482872,Neha Gupta,neha.gupta544@example.com,9102176773,"Flat 48, Society C, Kolkata",Kolkata,West Bengal,807379,2024-03-29 12:22:47,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD474406761795,CUST349430,Sneha Kumar,sneha.kumar787@example.com,9292444443,"Flat 144, Society A, Hyderabad",Hyderabad,Telangana,531305,2024-03-29 12:59:32,Fashion,T-Shirt,1,499,499,UPI,Delivered
OD941390064943,CUST211978,Amit Verma,amit.verma552@example.com,9652937666,"Flat 380, Society B, Chennai",Chennai,Tamil Nadu,452962,2024-03-29 13:26:12,Books,Novel,1,299,299,UPI,Delivered
OD017665277825,CUST514012,Vikram Nair,vikram.nair919@example.com,9400481446,"Flat 390, Society D, Ahmedabad",Ahmedabad,Gujarat,197394,2024-03-29 14:44:06,Fashion,Jeans,1,1299,1299,Cash on Delivery,Processing
OD500085151425,CUST986761,Anjali Gupta,anjali.gupta412@example.com,9616657639,"Flat 311, Society C, Mumbai",Mumbai,Maharashtra,349234,2024-03-29 14:51:28,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD864268117257,CUST365641,Ramesh Sharma,ramesh.sharma801@example.com,9263347988,"Flat 358, Society A, Hyderabad",Hyderabad,Telangana,459077,2024-03-29 15:54:16,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD838077956656,CUST931749,Ramesh Bose,ramesh.bose115@example.com,9318044634,"Flat 254, Society A, Kanpur",Kanpur,Uttar Pradesh,504820,2024-03-29 16:14:03,Electronics,Wireless Earbuds,1,1999,1999,UPI,Delivered
OD306225873057,CUST713941,Neha Joshi,neha.joshi703@example.com,9354623556,"Flat 122, Society B, Nagpur",Nagpur,Maharashtra,717946,2024-03-29 17:27:13,Fashion,Running Shoes,4,1599,6396,UPI,Delivered
OD959045349673,CUST309014,Ramesh Patel,ramesh.patel286@example.com,9072451752,"Flat 389, Society C, Chennai",Chennai,Tamil Nadu,776062,2024-03-30 03:50:43,Books,Novel,1,299,299,Cash on Delivery,Delivered
OD986778848457,CUST351474,Kavita Patel,kavita.patel889@example.com,9922776808,"Flat 274, Society C, Chennai",Chennai,Tamil Nadu,144777,2024-03-30 08:16:36,Electronics,Laptop,1,54990,54990,Credit Card,Delivered
OD908429810852,CUST927435,Kavita Joshi,kavita.joshi304@example.com,9901965481,"Flat 408, Society B, Pune",Pune,Maharashtra,267552,2024-03-30 10:30:36,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD633858007148,CUST768688,Suresh Patel,suresh.patel193@example.com,9339637281,"Flat 422, Society A, Kanpur",Kanpur,Uttar Pradesh,773969,2024-03-30 11:01:31,Home,Bedsheet,3,799,2397,Debit Card,Delivered
OD665466464916,CUST734630,Amit Gupta,amit.gupta516@example.com,9393525273,"Flat 33, Society B, Lucknow",Lucknow,Uttar Pradesh,756968,2024-03-30 11:15:34,Accessories,Backpack,3,899,2697,UPI,Delivered
OD420233217196,CUST730220,Vikram Singh,vikram.singh175@example.com,9215021657,"Flat 65, Society B, Kanpur",Kanpur,Uttar Pradesh,789148,2024-03-30 12:55:50,Electronics,Smartwatch,1,2499,2499,Debit Card,Delivered
OD138248074922,CUST701372,Rohit Iyer,rohit.iyer367@example.com,9557358337,"Flat 242, Society A, Kolkata",Kolkata,West Bengal,608900,2024-03-30 15:54:43,Home,Bedsheet,1,799,799,UPI,Delivered
OD645207751237,CUST966471,Karan Iyer,karan.iyer313@example.com,9062960259,"Flat 82, Society B, Chennai",Chennai,Tamil Nadu,680040,2024-03-30 16:14:14,Electronics,Wireless Earbuds,1,1999,1999,Debit Card,Cancelled
OD499503684996,CUST294736,Ramesh Das,ramesh.das934@example.com,9753434450,"Flat 402, Society D, Delhi",Delhi,Delhi,179245,2024-03-30 19:26:06,Fashion,Jeans,1,1299,1299,Debit Card,Delivered
OD034667836428,CUST516673,Karan Deshmukh,karan.deshmukh471@example.com,9622960211,"Flat 466, Society D, Chennai",Chennai,Tamil Nadu,747084,2024-03-31 04:59:17,Fashion,T-Shirt,1,499,499,UPI,Delivered
OD819203631075,CUST608954,Rohit Das,rohit.das618@example.com,9744497490,"Flat 473, Society D, Chennai",Chennai,Tamil Nadu,711545,2024-03-31 05:01:25,Home,Bedsheet,1,799,799,UPI,Delivered
OD448435421994,CUST497898,Sneha Patel,sneha.patel69@example.com,9863297785,"Flat 108, Society C, Kanpur",Kanpur,Uttar Pradesh,813400,2024-03-31 05:30:35,Electronics,Smartwatch,1,2499,2499,UPI,Delivered
OD811643079329,CUST779133,Arjun Patel,arjun.patel304@example.com,9862130879,"Flat 115, Society B, Ahmedabad",Ahmedabad,Gujarat,314369,2024-03-31 07:36:10,Home,Bedsheet,1,799,799,Credit Card,Delivered
OD792395353646,CUST758296,Suresh Nair,suresh.nair870@example.com,9664096916,"Flat 375, Society C, Hyderabad",Hyderabad,Telangana,739435,2024-03-31 08:43:39,Books,Novel,1,299,299,UPI,Processing
OD626077617192,CUST489864,Pooja Reddy,pooja.reddy428@example.com,9762998075,"Flat 421, Society C, Pune",Pune,Maharashtra,657661,2024-03-31 09:55:51,Home Appliances,Blender,2,2250,4500,UPI,Delivered
OD055915138568,CUST170943,Vikram Verma,vikram.verma335@example.com,9889619018,"Flat 489, Society A, Kolkata",Kolkata,West Bengal,119075,2024-03-31 12:09:47,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD464170852818,CUST789454,Pooja Chauhan,pooja.chauhan712@example.com,9497183375,"Flat 411, Society C, Mumbai",Mumbai,Maharashtra,431617,2024-03-31 12:54:01,Electronics,Laptop,1,54990,54990,UPI,Delivered
OD950804004338,CUST264477,Rahul Verma,rahul.verma732@example.com,9852203795,"Flat 139, Society D, Chennai",Chennai,Tamil Nadu,114897,2024-03-31 14:44:34,Health,Protein Powder,2,1899,3798,Cash on Delivery,Delivered
OD123603070558,CUST809992,Amit Kumar,amit.kumar174@example.com,9912979869,"Flat 32, Society B, Hyderabad",Hyderabad,Telangana,179256,2024-03-31 15:46:26,Electronics,Smartwatch,3,2499,7497,Credit Card,Delivered
OD300414406867,CUST579690,Rahul Joshi,rahul.joshi839@example.com,9792482968,"Flat 289, Society D, Chennai",Chennai,Tamil Nadu,515019,2024-03-31 22:35:17,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD367384553341,CUST812806,Suresh Verma,suresh.verma520@example.com,9878466596,"Flat 269, Society D, Kolkata",Kolkata,West Bengal,711334,2024-03-31 22:48:51,Health,Protein Powder,2,1899,3798,UPI,Delivered
OD210799735366,CUST629384,Rahul Das,rahul.das172@example.com,9996135813,"Flat 495, Society B, Mumbai",Mumbai,Maharashtra,827645,2024-04-01 02:30:54,Home,Bedsheet,1,799,799,UPI,Delivered
OD580287327757,CUST707718,Karan Chauhan,karan.chauhan49@example.com,9606079986,"Flat 230, Society C, Hyderabad",Hyderabad,Telangana,856766,2024-04-01 04:57:07,Home Appliances,Blender,3,2250,6750,Cash on Delivery,Returned
OD349090312887,CUST300345,Vikram Patel,vikram.patel547@example.com,9467881261,"Flat 173, Society A, Kolkata",Kolkata,West Bengal,577204,2024-04-01 05:02:04,Electronics,Laptop,3,54990,164970,UPI,Delivered
OD350599071024,CUST264833,Diya Joshi,diya.joshi206@example.com,9886774512,"Flat 94, Society D, Chennai",Chennai,Tamil Nadu,603811,2024-04-01 09:37:12,Fashion,T-Shirt,2,499,998,UPI,Processing
OD271319548044,CUST519886,Diya Reddy,diya.reddy630@example.com,9264035978,"Flat 260, Society C, Jaipur",Jaipur,Rajasthan,742305,2024-04-01 09:44:23,Electronics,Smartwatch,1,2499,2499,Debit Card,Delivered
OD461986493841,CUST951317,Arjun Singh,arjun.singh273@example.com,9648127713,"Flat 349, Society A, Delhi",Delhi,Delhi,142457,2024-04-01 11:28:22,Fashion,Running Shoes,2,1599,3198,UPI,Delivered
OD990197090144,CUST756098,Rohit Iyer,rohit.iyer282@example.com,9078723596,"Flat 410, Society A, Kanpur",Kanpur,Uttar Pradesh,242760,2024-04-01 12:24:09,Fashion,Running Shoes,1,1599,1599,Credit Card,Shipped
OD062129656108,CUST498460,Diya Singh,diya.singh419@example.com,9257750033,"Flat 25, Society B, Bengaluru",Bengaluru,Karnataka,313846,2024-04-01 12:28:42,Electronics,Laptop,2,54990,109980,Debit Card,Delivered
OD679889830584,CUST838584,Vikram Sharma,vikram.sharma540@example.com,9239366286,"Flat 463, Society C, Pune",Pune,Maharashtra,566701,2024-04-01 18:11:31,Electronics,Smartphone,1,12999,12999,Credit Card,Cancelled
OD528375496104,CUST340817,Anjali Sharma,anjali.sharma930@example.com,9448829579,"Flat 283, Society C, Chennai",Chennai,Tamil Nadu,204159,2024-04-01 22:34:33,Home,Bedsheet,2,799,1598,Cash on Delivery,Processing
OD117259747785,CUST339225,Pooja Chauhan,pooja.chauhan771@example.com,9665192299,"Flat 103, Society C, Hyderabad",Hyderabad,Telangana,280865,2024-04-01 23:27:32,Electronics,Smartphone,2,12999,25998,Credit Card,Cancelled
OD253800381796,CUST305779,Ramesh Deshmukh,ramesh.deshmukh657@example.com,9239461041,"Flat 198, Society C, Jaipur",Jaipur,Rajasthan,373211,2024-04-01 23:54:32,Electronics,Wireless Earbuds,1,1999,1999,UPI,Delivered
OD751253215296,CUST570867,Suresh Singh,suresh.singh34@example.com,9130605650,"Flat 225, Society A, Kolkata",Kolkata,West Bengal,566841,2024-04-02 02:33:26,Books,Novel,1,299,299,UPI,Delivered
OD102068067498,CUST193312,Kavita Bose,kavita.bose791@example.com,9177802237,"Flat 271, Society C, Nagpur",Nagpur,Maharashtra,594673,2024-04-02 02:41:17,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD428979550291,CUST504438,Vikram Das,vikram.das547@example.com,9239048242,"Flat 190, Society A, Jaipur",Jaipur,Rajasthan,646855,2024-04-02 10:44:11,Electronics,Smartwatch,1,2499,2499,UPI,Shipped
OD113204683343,CUST705435,Anjali Gupta,anjali.gupta136@example.com,9493709249,"Flat 104, Society D, Nagpur",Nagpur,Maharashtra,240424,2024-04-02 12:39:49,Fashion,Jeans,1,1299,1299,Credit Card,Processing
OD169680443927,CUST259482,Amit Bose,amit.bose13@example.com,9275684563,"Flat 245, Society A, Nagpur",Nagpur,Maharashtra,142665,2024-04-02 15:17:32,Fashion,Jeans,4,1299,5196,Net Banking,Delivered
OD202948449785,CUST672632,Karan Kumar,karan.kumar435@example.com,9900211858,"Flat 319, Society A, Chennai",Chennai,Tamil Nadu,202609,2024-04-02 21:08:08,Fashion,Jeans,2,1299,2598,Debit Card,Processing
OD806488929423,CUST552003,Rohit Patel,rohit.patel85@example.com,9545941131,"Flat 185, Society A, Nagpur",Nagpur,Maharashtra,342264,2024-04-02 21:49:03,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD088181157219,CUST490203,Rohit Kumar,rohit.kumar414@example.com,9382496968,"Flat 329, Society A, Chennai",Chennai,Tamil Nadu,726361,2024-04-02 21:58:26,Electronics,Smartwatch,1,2499,2499,Credit Card,Delivered
OD470593004197,CUST149759,Ramesh Deshmukh,ramesh.deshmukh110@example.com,9877551338,"Flat 245, Society B, Bengaluru",Bengaluru,Karnataka,645786,2024-04-02 23:42:24,Fashion,T-Shirt,1,499,499,Cash on Delivery,Delivered
OD601934513997,CUST732547,Priya Sharma,priya.sharma815@example.com,9898604456,"Flat 132, Society A, Jaipur",Jaipur,Rajasthan,464048,2024-04-03 07:08:25,Fashion,Running Shoes,2,1599,3198,Cash on Delivery,Delivered
OD353664205499,CUST214249,Neha Patel,neha.patel969@example.com,9849039247,"Flat 269, Society C, Kolkata",Kolkata,West Bengal,459639,2024-04-03 07:53:34,Electronics,Wireless Earbuds,5,1999,9995,UPI,Delivered
OD051382258041,CUST548496,Vikram Iyer,vikram.iyer925@example.com,9140627254,"Flat 141, Society D, Delhi",Delhi,Delhi,453707,2024-04-03 11:01:52,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD045435596878,CUST531162,Pooja Verma,pooja.verma623@example.com,9093308711,"Flat 419, Society D, Bengaluru",Bengaluru,Karnataka,756458,2024-04-03 12:15:25,Accessories,Backpack,1,899,899,Debit Card,Delivered
OD282141497830,CUST454617,Vikram Iyer,vikram.iyer356@example.com,9448998254,"Flat 455, Society C, Hyderabad",Hyderabad,Telangana,305310,2024-04-03 14:02:07,Electronics,Laptop,1,54990,54990,Cash on Delivery,Delivered
OD068365955825,CUST323980,Pooja Gupta,pooja.gupta759@example.com,9474588788,"Flat 208, Society D, Pune",Pune,Maharashtra,434255,2024-04-03 18:03:57,Home,Bedsheet,1,799,799,Cash on Delivery,Processing
OD868224974845,CUST460246,Anjali Kumar,anjali.kumar111@example.com,9827569152,"Flat 424, Society B, Bengaluru",Bengaluru,Karnataka,344765,2024-04-03 20:40:26,Health,Protein Powder,3,1899,5697,Net Banking,Delivered
OD950116256303,CUST429660,Vikram Kumar,vikram.kumar267@example.com,9452965741,"Flat 8, Society B, Kolkata",Kolkata,West Bengal,786131,2024-04-03 21:12:06,Home,Bedsheet,1,799,799,UPI,Shipped
OD822261466039,CUST435811,Karan Kumar,karan.kumar499@example.com,9460079206,"Flat 91, Society B, Delhi",Delhi,Delhi,255918,2024-04-03 23:39:21,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD455532500476,CUST236372,Kavita Bose,kavita.bose809@example.com,9976515126,"Flat 488, Society D, Bengaluru",Bengaluru,Karnataka,671817,2024-04-04 00:22:20,Home,Bedsheet,4,799,3196,Cash on Delivery,Delivered
OD091809964214,CUST371704,Amit Kumar,amit.kumar1@example.com,9316868791,"Flat 163, Society A, Pune",Pune,Maharashtra,752148,2024-04-04 02:17:52,Fashion,Running Shoes,3,1599,4797,UPI,Shipped
OD025349134706,CUST612959,Vikram Bose,vikram.bose55@example.com,9226667730,"Flat 147, Society C, Bengaluru",Bengaluru,Karnataka,517161,2024-04-04 03:03:42,Electronics,Laptop,1,54990,54990,UPI,Delivered
OD098437371242,CUST679058,Sneha Patel,sneha.patel916@example.com,9888764212,"Flat 215, Society C, Ahmedabad",Ahmedabad,Gujarat,447036,2024-04-04 05:33:18,Fashion,T-Shirt,3,499,1497,Credit Card,Delivered
OD530939568122,CUST431835,Pooja Deshmukh,pooja.deshmukh486@example.com,9270888693,"Flat 37, Society C, Mumbai",Mumbai,Maharashtra,462488,2024-04-04 06:04:39,Accessories,Backpack,4,899,3596,Cash on Delivery,Processing
OD034124250475,CUST949709,Kavita Reddy,kavita.reddy130@example.com,9764728450,"Flat 304, Society B, Hyderabad",Hyderabad,Telangana,527257,2024-04-04 11:34:52,Fashion,T-Shirt,1,499,499,UPI,Delivered
OD637266738767,CUST910768,Anjali Joshi,anjali.joshi457@example.com,9417251287,"Flat 83, Society D, Bengaluru",Bengaluru,Karnataka,674785,2024-04-04 11:50:10,Fashion,Running Shoes,3,1599,4797,Debit Card,Delivered
OD499312873298,CUST489330,Pooja Verma,pooja.verma798@example.com,9701393555,"Flat 415, Society B, Kolkata",Kolkata,West Bengal,450547,2024-04-04 13:39:25,Health,Protein Powder,1,1899,1899,UPI,Returned
OD510430947182,CUST641353,Priya Patel,priya.patel499@example.com,9899356899,"Flat 476, Society D, Jaipur",Jaipur,Rajasthan,452364,2024-04-04 15:26:57,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD635699636846,CUST360306,Suresh Patel,suresh.patel213@example.com,9141113893,"Flat 230, Society D, Nagpur",Nagpur,Maharashtra,375524,2024-04-04 18:43:06,Fashion,Running Shoes,3,1599,4797,UPI,Delivered
OD970652099032,CUST812293,Rahul Gupta,rahul.gupta906@example.com,9335659539,"Flat 406, Society D, Hyderabad",Hyderabad,Telangana,618323,2024-04-04 19:57:40,Electronics,Wireless Earbuds,1,1999,1999,Cash on Delivery,Delivered
OD557424258243,CUST249523,Diya Singh,diya.singh17@example.com,9842433821,"Flat 391, Society B, Delhi",Delhi,Delhi,266268,2024-04-04 21:36:55,Electronics,Smartphone,1,12999,12999,Cash on Delivery,Returned
OD442007827971,CUST149748,Rahul Reddy,rahul.reddy206@example.com,9562786697,"Flat 195, Society A, Jaipur",Jaipur,Rajasthan,421519,2024-04-04 22:16:34,Accessories,Backpack,1,899,899,UPI,Delivered
OD028486930021,CUST843620,Amit Gupta,amit.gupta11@example.com,9029903541,"Flat 264, Society C, Nagpur",Nagpur,Maharashtra,887256,2024-04-05 05:16:26,Home,Bedsheet,2,799,1598,UPI,Delivered
OD869213666425,CUST826293,Kavita Deshmukh,kavita.deshmukh101@example.com,9402946502,"Flat 370, Society B, Kolkata",Kolkata,West Bengal,214796,2024-04-05 05:42:08,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD711461150431,CUST173579,Anjali Iyer,anjali.iyer856@example.com,9660322781,"Flat 358, Society B, Hyderabad",Hyderabad,Telangana,699289,2024-04-05 07:17:14,Home,Bedsheet,1,799,799,UPI,Delivered
OD336304265848,CUST865433,Arjun Kumar,arjun.kumar223@example.com,9764968591,"Flat 350, Society B, Chennai",Chennai,Tamil Nadu,162473,2024-04-05 12:06:22,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD074787879200,CUST348770,Ramesh Joshi,ramesh.joshi451@example.com,9550018727,"Flat 264, Society D, Lucknow",Lucknow,Uttar Pradesh,710561,2024-04-05 15:00:44,Accessories,Backpack,1,899,899,UPI,Returned
OD746578997297,CUST842398,Arjun Chauhan,arjun.chauhan174@example.com,9130648600,"Flat 26, Society A, Delhi",Delhi,Delhi,705056,2024-04-05 20:02:28,Health,Protein Powder,1,1899,1899,Cash on Delivery,Delivered
OD248795030575,CUST931091,Ramesh Chauhan,ramesh.chauhan967@example.com,9846330883,"Flat 1, Society D, Bengaluru",Bengaluru,Karnataka,183778,2024-04-05 21:55:37,Electronics,Smartwatch,5,2499,12495,Cash on Delivery,Shipped
OD696086660724,CUST600602,Amit Reddy,amit.reddy935@example.com,9170803641,"Flat 173, Society B, Kolkata",Kolkata,West Bengal,899759,2024-04-05 22:21:24,Fashion,Running Shoes,1,1599,1599,Net Banking,Cancelled
OD892094030139,CUST331988,Karan Das,karan.das248@example.com,9413534672,"Flat 339, Society A, Pune",Pune,Maharashtra,823069,2024-04-06 01:36:50,Fashion,Jeans,1,1299,1299,UPI,Delivered
OD822878787840,CUST508234,Suresh Chauhan,suresh.chauhan969@example.com,9190132815,"Flat 397, Society B, Jaipur",Jaipur,Rajasthan,570176,2024-04-06 04:27:29,Electronics,Laptop,2,54990,109980,Debit Card,Delivered
OD723707957163,CUST128158,Priya Joshi,priya.joshi363@example.com,9280193180,"Flat 210, Society A, Mumbai",Mumbai,Maharashtra,470002,2024-04-06 11:51:34,Electronics,Smartwatch,1,2499,2499,UPI,Delivered
OD690109086358,CUST105163,Priya Reddy,priya.reddy927@example.com,9829840346,"Flat 224, Society B, Ahmedabad",Ahmedabad,Gujarat,285125,2024-04-06 15:53:19,Home Appliances,Blender,3,2250,6750,UPI,Cancelled
OD213176071594,CUST841503,Sneha Joshi,sneha.joshi293@example.com,9385955458,"Flat 489, Society B, Bengaluru",Bengaluru,Karnataka,756065,2024-04-06 16:29:30,Electronics,Smartwatch,3,2499,7497,UPI,Delivered
OD523073192079,CUST809563,Rohit Gupta,rohit.gupta469@example.com,9017317398,"Flat 50, Society C, Lucknow",Lucknow,Uttar Pradesh,682236,2024-04-06 17:54:01,Accessories,Backpack,1,899,899,Debit Card,Delivered
OD014820774330,CUST277103,Rohit Das,rohit.das616@example.com,9713767920,"Flat 425, Society D, Jaipur",Jaipur,Rajasthan,613213,2024-04-07 04:32:19,Electronics,Smartphone,1,12999,12999,Net Banking,Delivered
OD426740309384,CUST113812,Amit Nair,amit.nair367@example.com,9262078686,"Flat 304, Society A, Mumbai",Mumbai,Maharashtra,791583,2024-04-07 12:54:38,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD591382509491,CUST561547,Arjun Singh,arjun.singh22@example.com,9563117162,"Flat 444, Society A, Ahmedabad",Ahmedabad,Gujarat,771962,2024-04-07 18:28:09,Fashion,Jeans,1,1299,1299,Debit Card,Delivered
OD055006381995,CUST190605,Ramesh Kumar,ramesh.kumar81@example.com,9375140539,"Flat 34, Society C, Kolkata",Kolkata,West Bengal,374299,2024-04-07 20:20:33,Accessories,Backpack,2,899,1798,UPI,Delivered
OD200990235922,CUST507960,Karan Gupta,karan.gupta631@example.com,9812190243,"Flat 464, Society B, Bengaluru",Bengaluru,Karnataka,782833,2024-04-07 23:36:32,Electronics,Laptop,1,54990,54990,Debit Card,Delivered
OD402403063241,CUST546446,Amit Gupta,amit.gupta48@example.com,9991164044,"Flat 3, Society C, Bengaluru",Bengaluru,Karnataka,330426,2024-04-08 01:10:47,Fashion,T-Shirt,1,499,499,Credit Card,Delivered
OD799482455633,CUST538367,Ramesh Gupta,ramesh.gupta96@example.com,9313938735,"Flat 93, Society D, Mumbai",Mumbai,Maharashtra,225736,2024-04-08 02:58:03,Books,Novel,2,299,598,Cash on Delivery,Shipped
OD709274965990,CUST725205,Diya Chauhan,diya.chauhan431@example.com,9188352919,"Flat 428, Society D, Jaipur",Jaipur,Rajasthan,473407,2024-04-08 04:16:41,Electronics,Laptop,1,54990,54990,Cash on Delivery,Delivered
OD034739981449,CUST213243,Anjali Kumar,anjali.kumar312@example.com,9669618717,"Flat 204, Society A, Pune",Pune,Maharashtra,728249,2024-04-08 07:40:17,Home,Bedsheet,2,799,1598,Cash on Delivery,Delivered
OD366677355978,CUST635073,Ramesh Das,ramesh.das462@example.com,9048244541,"Flat 205, Society A, Jaipur",Jaipur,Rajasthan,523966,2024-04-08 08:06:47,Fashion,Running Shoes,1,1599,1599,Credit Card,Delivered
OD146795213548,CUST305065,Pooja Nair,pooja.nair232@example.com,9404985140,"Flat 85, Society C, Lucknow",Lucknow,Uttar Pradesh,613779,2024-04-08 09:12:17,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD562625209396,CUST573726,Rohit Gupta,rohit.gupta735@example.com,9242209610,"Flat 200, Society D, Mumbai",Mumbai,Maharashtra,580041,2024-04-08 09:25:09,Fashion,T-Shirt,1,499,499,Debit Card,Delivered
OD783002113734,CUST929034,Priya Kumar,priya.kumar42@example.com,9674273690,"Flat 66, Society B, Chennai",Chennai,Tamil Nadu,438543,2024-04-08 10:10:39,Accessories,Backpack,1,899,899,UPI,Delivered
OD151333742934,CUST360287,Sneha Das,sneha.das231@example.com,9319000614,"Flat 297, Society D, Nagpur",Nagpur,Maharashtra,387624,2024-04-08 14:46:21,Books,Novel,1,299,299,Net Banking,Delivered
OD727682223450,CUST762500,Ramesh Joshi,ramesh.joshi586@example.com,9712168783,"Flat 445, Society C, Mumbai",Mumbai,Maharashtra,695606,2024-04-08 15:06:15,Electronics,Wireless Earbuds,2,1999,3998,Cash on Delivery,Delivered
OD567032610093,CUST421097,Kavita Nair,kavita.nair295@example.com,9503311091,"Flat 368, Society A, Hyderabad",Hyderabad,Telangana,781428,2024-04-08 16:05:54,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD732375443761,CUST809441,Pooja Nair,pooja.nair474@example.com,9892220254,"Flat 42, Society C, Chennai",Chennai,Tamil Nadu,244508,2024-04-08 17:08:25,Books,Novel,3,299,897,Cash on Delivery,Returned
OD231118691025,CUST913894,Pooja Patel,pooja.patel526@example.com,9986016986,"Flat 92, Society B, Jaipur",Jaipur,Rajasthan,134358,2024-04-08 17:42:09,Home Appliances,Blender,1,2250,2250,Net Banking,Delivered
OD860868871759,CUST456724,Rohit Patel,rohit.patel237@example.com,9422424564,"Flat 254, Society D, Nagpur",Nagpur,Maharashtra,477993,2024-04-08 17:52:13,Books,Novel,1,299,299,UPI,Processing
OD590371616852,CUST342863,Anjali Sharma,anjali.sharma506@example.com,9162461360,"Flat 431, Society C, Mumbai",Mumbai,Maharashtra,580208,2024-04-08 19:30:58,Home Appliances,Blender,2,2250,4500,UPI,Delivered
OD422778681890,CUST182656,Rahul Patel,rahul.patel704@example.com,9865851944,"Flat 384, Society C, Delhi",Delhi,Delhi,181682,2024-04-08 21:14:08,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD549262894654,CUST926198,Karan Joshi,karan.joshi990@example.com,9127911474,"Flat 185, Society B, Kolkata",Kolkata,West Bengal,360802,2024-04-08 21:17:24,Home Appliances,Blender,1,2250,2250,Debit Card,Delivered
OD162401914699,CUST239806,Pooja Chauhan,pooja.chauhan675@example.com,9196227030,"Flat 326, Society B, Mumbai",Mumbai,Maharashtra,672805,2024-04-08 21:43:07,Accessories,Backpack,1,899,899,UPI,Delivered
OD479401506918,CUST611535,Ramesh Patel,ramesh.patel784@example.com,9681255898,"Flat 106, Society D, Lucknow",Lucknow,Uttar Pradesh,428564,2024-04-08 22:17:03,Electronics,Wireless Earbuds,1,1999,1999,Debit Card,Delivered
OD136518485084,CUST897977,Karan Verma,karan.verma302@example.com,9867450215,"Flat 385, Society A, Chennai",Chennai,Tamil Nadu,303696,2024-04-09 01:46:19,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD905248943485,CUST927674,Diya Singh,diya.singh164@example.com,9045963245,"Flat 94, Society A, Kanpur",Kanpur,Uttar Pradesh,863917,2024-04-09 05:43:51,Fashion,T-Shirt,1,499,499,Debit Card,Delivered
OD396638458476,CUST517670,Arjun Patel,arjun.patel578@example.com,9759921302,"Flat 20, Society C, Hyderabad",Hyderabad,Telangana,584362,2024-04-09 13:59:07,Accessories,Backpack,1,899,899,Net Banking,Delivered
OD757732204519,CUST117194,Neha Gupta,neha.gupta26@example.com,9564037432,"Flat 359, Society B, Jaipur",Jaipur,Rajasthan,746800,2024-04-09 22:27:45,Fashion,Jeans,1,1299,1299,UPI,Delivered
OD651550548125,CUST305786,Rohit Verma,rohit.verma191@example.com,9412406426,"Flat 65, Society C, Mumbai",Mumbai,Maharashtra,557711,2024-04-10 00:22:13,Fashion,Jeans,4,1299,5196,Cash on Delivery,Delivered
OD679500759452,CUST158607,Karan Patel,karan.patel33@example.com,9987786762,"Flat 85, Society B, Pune",Pune,Maharashtra,464511,2024-04-10 01:37:22,Electronics,Wireless Earbuds,2,1999,3998,Credit Card,Delivered
OD720945272398,CUST188796,Karan Verma,karan.verma260@example.com,9606070089,"Flat 495, Society B, Pune",Pune,Maharashtra,482701,2024-04-10 02:54:03,Electronics,Wireless Earbuds,1,1999,1999,UPI,Delivered
OD857758300850,CUST290359,Arjun Bose,arjun.bose209@example.com,9572966024,"Flat 190, Society C, Kolkata",Kolkata,West Bengal,692051,2024-04-10 04:33:27,Electronics,Wireless Earbuds,1,1999,1999,Cash on Delivery,Shipped
OD008878942684,CUST891418,Neha Das,neha.das707@example.com,9881741469,"Flat 156, Society A, Kolkata",Kolkata,West Bengal,501459,2024-04-10 07:12:25,Books,Novel,1,299,299,Debit Card,Processing
OD451672907562,CUST310942,Rohit Iyer,rohit.iyer103@example.com,9207064342,"Flat 403, Society B, Ahmedabad",Ahmedabad,Gujarat,687596,2024-04-10 09:00:02,Electronics,Smartwatch,2,2499,4998,UPI,Delivered
OD124915564806,CUST561417,Arjun Verma,arjun.verma704@example.com,9374205173,"Flat 423, Society C, Pune",Pune,Maharashtra,593485,2024-04-10 12:37:22,Books,Novel,1,299,299,UPI,Processing
